Timestep,Time,Mice,Foxes
0,0.0,2.5107850481357814,2.5107850481357814
100,50.0,4.183905715701579,2.3027773021515627
200,100.0,3.34509264914202,1.312687209395861
300,150.0,1.8795246248551287,1.6218672129018672
400,200.0,2.2323137876477195,3.012606378069758
500,250.0,5.154831223379534,2.0532047909710363
600,300.0,2.7985977656400087,0.9899244481118127
700,350.0,1.2815093344689195,1.7878742511276664
800,400.0,3.0501434858184866,4.033892752748313
900,450.0,4.976638440611118,0.9164771238971771
