Elapsed Time (s),CPU Usage (%),Memory (MB)
68.51,105.90,52.48
69.02,105.90,52.48
69.52,103.90,52.48
70.02,105.90,52.48
70.52,105.90,52.48
71.02,103.90,52.48
71.52,105.90,52.48
72.02,105.90,52.48
72.52,103.90,52.48
73.02,101.90,52.48
73.52,101.90,52.48
74.02,101.90,52.48
74.52,103.90,52.48
75.02,103.90,52.48
75.52,101.90,52.48
76.02,101.90,52.48
76.52,101.90,52.48
77.02,101.90,52.48
77.52,103.90,52.48
78.02,102.00,52.48
78.52,102.00,52.48
79.02,101.90,52.48
79.52,102.00,52.48
80.02,102.00,52.48
80.52,101.90,52.48
81.02,99.80,52.48
81.52,99.90,52.48
82.02,99.90,52.48
82.53,97.80,52.48
83.03,99.80,52.48
83.53,99.90,52.48
84.03,99.80,52.48
84.53,99.90,52.48
85.97,101.90,52.48
86.47,101.90,52.48
86.97,105.90,52.48
87.47,101.90,52.48
87.97,102.00,52.48
88.47,101.90,52.48
88.97,104.00,52.48
89.47,101.90,52.48
89.97,102.00,52.48
90.47,101.90,52.48
90.97,101.90,52.48
91.47,102.00,52.48
91.97,101.90,52.48
92.47,102.00,52.48
92.97,101.90,52.48
93.47,101.90,52.48
93.97,101.90,52.48
94.47,104.00,52.48
94.97,101.90,52.48
95.47,101.90,52.48
95.98,101.90,52.48
96.48,101.90,52.48
96.98,101.90,52.48
97.48,101.90,52.48
97.98,103.90,52.48
98.48,101.90,52.48
98.98,101.90,52.48
99.48,103.90,52.48
99.98,102.00,52.48
100.48,103.90,52.48
100.98,101.90,52.48
101.48,103.90,52.48
101.98,101.90,52.48
102.48,102.00,52.48
102.98,103.90,52.48
103.48,101.90,52.48
103.98,103.90,52.48
104.48,101.90,52.48
104.98,101.90,52.48
105.48,105.90,52.48
105.98,101.90,52.48
106.48,102.00,52.48
106.98,103.90,52.48
107.48,101.90,52.48
107.98,101.90,52.48
108.48,104.00,52.48
108.98,101.90,52.48
109.48,101.90,52.48
109.98,103.90,52.48
110.48,101.90,52.48
110.98,101.90,52.48
111.48,103.90,52.48
111.98,101.90,52.48
112.48,101.90,52.48
112.98,102.00,52.48
113.48,103.90,52.48
113.98,101.90,52.48
114.49,101.90,52.48
114.99,102.00,52.48
115.49,102.00,52.48
115.99,103.90,52.48
116.49,102.00,52.48
116.99,101.90,52.48
117.49,101.90,52.48
117.99,101.90,52.48
119.30,101.90,52.48
119.80,104.00,52.48
120.30,102.00,52.48
120.80,102.00,52.48
121.30,102.00,52.48
121.80,102.00,52.48
122.30,101.90,52.48
122.80,104.00,52.48
123.30,101.90,52.48
123.80,101.90,52.48
124.30,101.90,52.48
124.80,101.90,52.48
125.30,105.90,52.48
125.80,101.90,52.48
126.30,102.00,52.48
126.80,101.90,52.48
127.30,101.90,52.48
127.80,104.00,52.48
128.30,102.00,52.48
128.80,102.00,52.48
129.30,101.90,52.48
129.80,101.90,52.48
130.30,103.90,52.48
130.80,101.90,52.48
131.30,101.90,52.48
131.80,102.00,52.48
132.30,104.00,52.48
132.80,101.90,52.48
133.31,102.00,52.48
133.81,101.90,52.48
134.31,102.00,52.48
134.81,103.90,52.48
135.31,102.00,52.48
135.81,101.90,52.48
136.31,101.90,52.48
136.81,102.00,52.48
137.31,103.90,52.48
137.81,101.90,52.48
138.31,101.90,52.48
138.81,101.90,52.48
139.31,104.00,52.48
139.81,101.90,52.48
140.31,101.90,52.48
140.81,101.90,52.48
141.31,102.00,52.48
141.81,103.90,52.48
142.31,101.90,52.48
142.81,101.90,52.48
143.31,102.00,52.48
143.81,103.90,52.48
144.31,101.90,52.48
144.81,103.90,52.48
145.31,101.90,52.48
145.81,103.90,52.48
146.31,101.90,52.48
146.81,101.90,52.48
147.31,101.90,52.48
147.81,101.90,52.48
148.31,103.90,52.48
148.81,101.90,52.48
149.31,101.90,52.48
149.81,101.90,52.48
150.31,101.90,52.48
150.81,103.90,52.48
152.10,101.90,52.48
152.60,101.90,52.48
153.10,102.00,52.48
153.60,103.90,52.48
154.10,101.90,52.48
154.60,101.90,52.48
155.10,101.90,52.48
155.60,101.90,52.48
156.10,103.90,52.48
156.60,102.00,52.48
157.10,102.00,52.48
157.60,102.00,52.48
158.10,101.90,52.48
158.60,103.90,52.48
159.10,101.90,52.48
159.60,101.90,52.48
160.10,101.90,52.48
160.60,103.90,52.48
161.10,101.90,52.48
161.60,101.90,52.48
162.10,101.90,52.48
162.60,102.00,52.48
163.10,103.90,52.48
163.60,103.90,52.48
164.10,101.90,52.48
164.60,101.90,52.48
165.10,103.90,52.48
165.60,101.90,52.48
166.10,101.90,52.48
166.60,101.90,52.48
167.10,101.90,52.48
167.60,104.00,52.48
168.10,101.90,52.48
168.60,102.00,52.48
169.11,101.90,52.48
169.61,103.90,52.48
170.11,101.90,52.48
170.61,101.90,52.48
171.11,101.90,52.48
171.61,103.90,52.48
172.11,101.90,52.48
172.61,101.90,52.48
173.11,101.90,52.48
173.61,103.90,52.48
174.11,101.90,52.48
174.61,101.90,52.48
175.11,101.90,52.48
175.61,101.90,52.48
176.11,103.90,52.48
176.61,101.90,52.48
177.11,101.90,52.48
177.61,102.00,52.48
178.11,103.90,52.48
178.61,101.90,52.48
179.11,102.00,52.48
179.61,101.90,52.48
180.11,103.90,52.48
180.61,101.90,52.48
181.11,101.90,52.48
181.61,102.00,52.48
182.11,101.90,52.48
182.61,105.90,52.48
183.11,101.90,52.48
183.61,101.90,52.48
184.11,102.00,52.48
185.40,103.90,52.48
185.90,102.00,52.48
186.40,101.90,52.48
186.90,101.90,52.48
187.40,101.90,52.48
187.90,103.90,52.48
188.40,101.90,52.48
188.90,102.00,52.48
189.40,101.90,52.48
189.91,101.90,52.48
190.41,103.90,52.48
190.91,101.90,52.48
191.41,102.00,52.48
191.91,101.90,52.48
192.41,103.90,52.48
192.91,101.90,52.48
193.41,101.90,52.48
193.91,101.90,52.48
194.41,101.90,52.48
194.91,103.90,52.48
195.41,101.90,52.48
195.91,102.00,52.48
196.41,101.90,52.48
196.91,103.90,52.48
197.41,102.00,52.48
197.91,101.90,52.48
198.41,101.90,52.48
198.91,104.00,52.48
199.41,101.90,52.48
199.91,101.90,52.48
200.41,103.90,52.48
200.91,101.90,52.48
201.41,101.90,52.48
201.91,103.90,52.48
202.41,103.90,52.48
202.91,102.00,52.48
203.41,101.90,52.48
203.91,103.90,52.48
204.41,102.00,52.48
204.91,101.90,52.48
205.41,101.90,52.48
205.91,103.90,52.48
206.41,101.90,52.48
206.91,101.90,52.48
207.41,101.90,52.48
207.92,104.00,52.48
208.42,101.90,52.48
208.92,102.00,52.48
209.42,103.90,52.48
209.92,101.90,52.48
210.42,101.90,52.48
210.92,101.90,52.48
211.42,104.00,52.48
211.92,101.90,52.48
212.42,101.90,52.48
212.92,102.00,52.48
213.42,103.90,52.48
213.92,101.90,52.48
214.42,101.90,52.48
214.92,101.90,52.48
215.42,103.90,52.48
215.92,101.90,52.48
216.42,102.00,52.48
216.92,101.90,52.48
218.23,102.00,52.48
218.73,103.90,52.48
219.23,102.00,52.48
219.73,102.00,52.48
220.23,102.00,52.48
220.73,103.90,52.48
221.23,103.90,52.48
221.73,101.90,52.48
222.23,101.90,52.48
222.73,101.90,52.48
223.23,104.00,52.48
223.73,101.90,52.48
224.23,101.90,52.48
224.73,101.90,52.48
225.23,104.00,52.48
225.73,102.00,52.48
226.23,101.90,52.48
226.73,102.00,52.48
227.23,101.90,52.48
227.73,103.90,52.48
228.23,101.90,52.48
228.73,101.90,52.48
229.23,101.90,52.48
229.73,103.90,52.48
230.23,101.90,52.48
230.73,101.90,52.48
231.23,103.90,52.48
231.73,101.90,52.48
232.23,101.90,52.48
232.73,101.90,52.48
233.23,103.90,52.48
233.73,101.90,52.48
234.23,101.90,52.48
234.73,101.90,52.48
235.23,104.00,52.48
235.74,101.90,52.48
236.24,101.90,52.48
236.74,103.90,52.48
237.24,101.90,52.48
237.74,101.90,52.48
238.24,101.90,52.48
238.74,104.00,52.48
239.24,101.90,52.48
239.74,101.90,52.48
240.24,103.90,52.48
240.74,103.90,52.48
241.24,101.90,52.48
241.74,101.90,52.48
242.24,103.90,52.48
242.74,101.90,52.48
243.24,101.90,52.48
243.74,102.00,52.48
244.24,103.90,52.48
244.74,101.90,52.48
245.24,101.90,52.48
245.74,101.90,52.48
246.24,103.90,52.48
246.74,101.90,52.48
247.24,101.90,52.48
247.74,101.90,52.48
248.24,101.90,52.48
248.74,103.90,52.48
249.24,102.00,52.48
249.74,101.90,52.48
250.24,101.90,52.48
251.55,103.90,52.48
252.05,101.90,52.48
252.55,102.00,52.48
253.05,101.90,52.48
253.55,103.90,52.48
254.05,101.90,52.48
254.55,101.90,52.48
255.05,101.90,52.48
255.55,101.90,52.48
256.05,103.90,52.48
256.55,101.90,52.48
257.05,101.90,52.48
257.55,101.90,52.48
258.05,103.90,52.48
258.55,103.90,52.48
259.05,101.90,52.48
259.56,101.90,52.48
260.06,101.90,52.48
260.56,103.90,52.48
261.06,101.90,52.48
261.56,101.90,52.48
262.06,101.90,52.48
262.56,103.90,52.48
263.06,102.00,52.48
263.56,101.90,52.48
264.06,101.90,52.48
264.56,103.90,52.48
265.06,102.00,52.48
265.56,101.90,52.48
266.06,103.90,52.48
266.56,101.90,52.48
267.06,101.90,52.48
267.56,101.90,52.48
268.06,104.00,52.48
268.56,101.90,52.48
269.06,101.90,52.48
269.56,101.90,52.48
270.06,104.00,52.48
270.56,101.90,52.48
271.06,101.90,52.48
271.56,101.90,52.48
272.06,103.90,52.48
272.56,101.90,52.48
273.06,102.00,52.48
273.56,103.90,52.48
274.06,101.90,52.48
274.56,101.90,52.48
275.06,102.00,52.48
275.56,103.90,52.48
276.06,101.90,52.48
276.56,101.90,52.48
277.06,103.90,52.48
277.56,103.90,52.48
278.07,101.90,52.48
278.57,101.90,52.48
279.07,101.90,52.48
279.57,103.90,52.48
