Elapsed Time (s),CPU Usage (%),Memory (MB)
10.13,99.80,67.47
10.23,109.70,67.47
10.33,109.60,84.74
10.43,119.70,78.81
10.53,99.70,73.14
10.63,99.70,69.27
10.73,119.60,84.74
10.83,109.70,82.68
10.93,109.70,67.47
11.03,119.60,67.47
11.13,109.80,67.47
11.23,99.80,67.47
11.33,109.80,67.47
11.43,109.70,75.97
11.53,119.70,71.33
11.63,99.70,75.20
11.73,109.70,75.46
11.83,109.70,73.14
11.93,109.70,71.07
12.03,99.70,67.47
12.13,109.70,67.47
12.23,109.70,67.47
12.33,109.70,67.47
12.43,109.80,67.47
12.53,109.70,80.87
12.63,109.70,80.10
12.73,109.70,77.00
12.83,109.70,75.20
12.93,109.70,67.47
13.03,109.70,83.45
13.13,109.70,80.87
13.23,99.80,67.47
13.33,109.70,67.47
13.43,109.80,67.47
13.54,109.70,67.47
13.64,109.80,69.27
13.74,109.70,73.14
13.84,109.70,69.01
13.94,109.70,67.47
14.04,109.70,77.26
14.14,109.70,75.20
14.24,99.80,70.56
14.34,119.70,67.47
14.44,109.70,67.47
14.54,109.70,67.47
14.64,99.80,67.47
14.74,109.80,67.47
17.76,119.60,75.20
17.86,109.60,71.59
17.96,109.70,82.68
18.06,99.70,80.10
18.16,119.70,81.64
18.26,109.70,75.20
18.36,99.80,67.47
18.46,109.80,67.47
18.56,109.70,67.47
18.66,109.70,67.47
18.76,109.80,67.47
18.86,109.70,84.74
18.96,109.70,82.68
19.06,99.70,81.13
19.16,109.70,76.75
19.26,109.70,73.39
19.36,109.70,74.17
19.46,109.50,67.47
19.56,109.70,67.47
19.66,109.80,67.47
19.76,109.70,67.47
19.86,109.80,67.47
19.96,109.80,79.58
20.06,99.80,76.75
20.16,119.70,73.14
20.26,99.70,70.04
20.36,119.70,84.74
20.46,99.70,77.00
20.56,109.70,67.47
20.66,109.80,67.47
20.76,109.80,67.47
20.86,99.80,67.47
20.96,109.80,67.47
21.06,119.70,81.39
21.16,109.70,75.97
21.27,99.80,73.14
21.37,119.70,67.47
21.47,99.70,84.74
21.57,119.70,81.06
21.67,99.80,71.33
21.77,119.60,67.47
21.87,109.70,67.47
21.97,109.80,67.47
22.07,99.80,67.47
22.17,119.70,67.47
22.27,109.70,67.47
22.37,99.70,84.74
22.47,119.60,84.74
22.57,99.70,77.52
22.67,109.70,77.00
22.77,109.70,72.88
22.87,109.70,67.47
22.97,109.70,67.47
23.07,109.70,67.47
23.17,99.70,67.47
23.27,109.80,72.62
23.37,119.60,76.49
23.47,99.70,72.88
23.57,109.70,72.11
23.67,109.60,75.20
23.77,109.70,71.07
23.87,109.70,67.47
23.97,109.60,67.47
24.07,99.70,67.47
24.17,109.70,67.47
24.27,109.70,67.47
24.37,119.70,67.47
24.47,109.80,67.47
24.57,99.70,84.48
24.67,109.70,80.61
24.77,109.70,77.52
24.87,109.70,84.74
24.97,109.70,76.23
25.08,109.70,67.47
25.18,109.70,67.47
25.28,109.80,67.47
25.38,109.80,67.47
25.48,109.80,67.47
25.58,119.60,67.47
25.68,99.70,79.84
25.78,109.70,75.20
25.88,109.60,71.33
25.98,109.60,74.17
26.08,109.70,75.20
26.18,109.60,73.65
26.28,99.70,84.74
26.38,119.10,73.14
