Elapsed Time (s),CPU Usage (%),Memory (MB)
138.82,101.90,66.81
139.32,101.90,66.81
139.82,102.00,66.81
140.32,101.90,66.81
140.82,102.00,66.81
141.32,99.90,66.81
141.82,101.90,66.81
142.32,101.90,66.81
142.82,101.90,66.81
143.32,101.90,66.81
143.82,101.90,66.81
144.33,101.90,66.81
144.83,99.90,66.81
145.33,101.90,66.81
145.83,101.90,66.81
146.33,101.90,66.81
146.83,101.90,66.81
147.33,99.90,66.81
147.83,101.90,66.81
148.33,101.90,66.81
148.83,101.90,66.81
149.33,101.90,66.81
150.38,99.90,66.81
150.88,101.90,66.81
151.38,101.90,66.81
151.88,101.90,66.81
152.38,101.90,66.81
152.88,99.90,66.81
153.38,101.90,66.81
153.88,101.90,66.81
154.38,101.90,66.81
154.89,101.90,66.81
155.39,103.90,66.81
155.89,101.90,66.81
156.39,101.90,66.81
156.89,99.90,66.81
157.39,101.90,66.81
157.89,101.90,66.81
158.39,101.90,66.81
158.89,101.90,66.81
159.39,102.00,66.81
159.89,101.90,66.81
160.39,102.00,66.81
160.89,101.90,66.81
161.39,101.90,66.81
161.89,101.90,66.81
162.39,102.00,66.81
162.89,101.90,66.81
163.39,101.90,66.81
163.89,99.90,66.81
164.39,101.90,66.81
164.89,101.90,66.81
165.39,101.90,66.81
165.89,101.90,66.81
166.39,101.90,66.81
166.89,101.90,66.81
167.39,101.90,66.81
167.89,101.90,66.81
168.39,101.90,66.81
168.89,101.90,66.81
169.39,99.90,66.81
169.89,101.90,66.81
170.39,102.00,66.81
170.89,101.90,66.81
171.39,101.90,66.81
171.89,101.90,66.81
172.40,103.90,66.81
172.90,99.90,66.81
173.40,101.90,66.81
173.90,101.90,66.81
174.40,101.90,66.81
174.90,101.90,66.81
175.40,101.90,66.81
175.90,99.90,66.81
176.40,101.90,66.81
176.90,101.90,66.81
177.40,101.90,66.81
177.90,101.90,66.81
178.40,99.90,66.81
178.90,102.00,66.81
179.40,101.90,66.81
179.90,101.90,66.81
180.40,100.00,66.81
180.90,101.90,66.81
181.40,101.90,66.81
181.90,99.90,66.81
182.95,101.90,66.81
183.45,102.00,66.81
183.95,101.90,66.81
184.45,100.00,66.81
184.95,101.90,66.81
185.45,101.90,66.81
185.95,99.90,66.81
186.45,101.90,66.81
186.95,101.90,66.81
187.45,101.90,66.81
187.95,99.90,66.81
188.45,101.90,66.81
188.96,101.90,66.81
189.46,101.90,66.81
189.96,99.90,66.81
190.46,103.90,66.81
190.96,102.00,66.81
191.46,101.90,66.81
191.96,101.90,66.81
192.46,99.90,66.81
192.96,101.90,66.81
193.46,101.90,66.81
193.96,102.00,66.81
194.46,99.90,66.81
194.96,101.90,66.81
195.46,101.90,66.81
195.96,101.90,66.81
196.46,101.90,66.81
196.96,101.90,66.81
197.46,99.90,66.81
197.96,101.90,66.81
198.46,101.90,66.81
198.96,101.90,66.81
199.46,101.90,66.81
199.96,101.90,66.81
200.46,101.90,66.81
200.96,99.90,66.81
201.46,101.90,66.81
201.96,101.90,66.81
202.46,101.90,66.81
202.96,101.90,66.81
203.46,101.90,66.81
203.96,101.90,66.81
204.46,99.90,66.81
204.96,102.00,66.81
205.46,101.90,66.81
205.96,101.90,66.81
206.47,101.90,66.81
206.97,101.90,66.81
207.47,99.90,66.81
207.97,103.90,66.81
208.47,101.90,66.81
208.97,101.90,66.81
209.47,101.90,66.81
209.97,101.90,66.81
210.47,101.90,66.81
210.97,99.90,66.81
211.47,101.90,66.81
211.97,101.90,66.81
212.47,101.90,66.81
212.97,101.90,66.81
213.47,99.90,66.81
213.97,101.90,66.81
214.47,101.90,66.81
215.49,101.90,66.81
215.99,102.00,66.81
216.49,99.90,66.81
216.99,101.90,66.81
217.49,101.90,66.81
217.99,101.90,66.81
218.49,99.90,66.81
218.99,101.90,66.81
219.50,101.90,66.81
220.00,102.00,66.81
220.50,101.90,66.81
221.00,101.90,66.81
221.50,101.90,66.81
222.00,102.00,66.81
222.50,101.90,66.81
223.00,102.00,66.81
223.50,101.90,66.81
224.00,99.90,66.81
224.50,101.90,66.81
225.00,101.90,66.81
225.50,101.90,66.81
226.00,101.90,66.81
226.50,103.90,66.81
227.00,101.90,66.81
227.50,101.90,66.81
228.00,101.90,66.81
228.50,101.90,66.81
229.00,101.90,66.81
229.50,101.90,66.81
230.00,99.90,66.81
230.50,101.90,66.81
231.00,101.90,66.81
231.50,102.00,66.81
232.00,101.90,66.81
232.50,101.90,66.81
233.00,101.90,66.81
233.50,101.90,66.81
234.00,101.90,66.81
234.50,99.90,66.81
235.00,101.90,66.81
235.50,101.90,66.81
236.00,99.90,66.81
236.50,101.90,66.81
237.00,101.90,66.81
237.51,101.90,66.81
238.01,101.90,66.81
238.51,99.90,66.81
239.01,101.90,66.81
239.51,101.90,66.81
240.01,101.90,66.81
240.51,101.90,66.81
241.01,99.90,66.81
241.51,101.90,66.81
242.01,101.90,66.81
242.51,101.90,66.81
243.01,101.90,66.81
243.51,99.90,66.81
244.01,103.90,66.81
244.51,101.90,66.81
245.01,101.90,66.81
245.51,99.90,67.69
246.01,101.90,67.69
246.51,101.90,67.69
247.01,101.90,67.69
247.51,101.90,67.69
248.57,99.90,67.69
249.07,101.90,67.69
249.57,101.90,67.69
250.07,101.90,67.69
250.57,101.90,67.69
251.07,101.90,67.69
251.57,102.00,67.69
252.07,99.90,67.69
252.57,101.90,67.69
253.07,102.00,67.69
253.57,101.90,67.69
254.07,101.90,67.69
254.57,101.90,67.69
255.07,102.00,67.69
255.57,99.90,67.69
256.07,101.90,67.89
256.57,101.90,67.89
257.07,101.90,67.89
257.57,101.90,67.89
258.07,101.90,67.89
258.57,99.90,67.89
259.07,101.90,67.89
259.57,101.90,67.89
260.07,101.90,67.89
260.57,101.90,67.89
261.07,101.90,67.89
261.57,101.90,67.89
262.08,101.90,67.89
262.58,103.90,67.89
263.08,101.90,67.89
263.58,101.90,67.89
264.08,101.90,67.89
264.58,101.90,67.89
265.08,99.90,67.89
265.58,101.90,67.89
266.08,102.00,67.89
266.58,101.90,67.89
267.08,102.00,67.89
267.58,101.90,67.89
268.08,101.90,67.89
268.58,101.90,67.89
269.08,101.90,67.89
269.58,99.90,67.89
270.08,101.90,67.89
270.58,101.90,67.89
271.08,101.90,67.89
271.58,102.00,67.89
272.08,100.00,67.89
272.58,101.90,67.89
273.08,101.90,67.89
273.58,101.90,67.89
274.08,101.90,67.89
274.58,99.90,67.89
275.08,101.90,67.89
275.58,101.90,67.89
276.08,101.90,67.89
276.58,103.90,67.89
277.08,101.90,67.89
277.58,103.90,67.89
278.08,103.90,67.89
278.58,101.90,67.89
279.08,103.90,67.89
279.58,103.90,67.89
280.08,103.90,67.89
281.22,102.00,67.89
281.72,103.90,67.89
282.22,105.90,67.89
282.72,103.90,67.89
283.22,101.90,67.89
283.72,103.90,67.89
284.22,103.90,67.89
284.72,101.90,67.89
285.22,101.90,67.89
285.72,101.90,67.89
286.22,102.00,67.89
286.72,100.00,67.89
287.22,102.00,67.89
287.72,102.00,67.89
288.22,101.90,67.89
288.72,102.00,67.89
289.22,99.90,67.89
289.72,101.90,67.89
290.22,101.90,67.89
290.73,101.90,67.89
291.23,100.00,67.89
291.73,101.90,67.89
292.23,102.00,67.89
292.73,101.90,67.89
293.23,103.90,67.89
293.73,103.90,67.89
294.23,103.90,67.89
294.73,103.90,67.89
295.23,104.00,67.89
295.73,103.90,67.89
296.23,104.00,67.89
296.73,103.90,67.89
297.23,103.90,67.89
297.73,104.00,67.89
298.23,105.90,67.89
298.73,103.90,67.89
299.23,103.90,67.89
299.73,103.90,67.89
300.23,103.90,67.89
300.73,103.70,67.89
301.26,94.30,67.89
301.79,93.40,67.89
302.32,92.30,67.89
302.85,94.10,67.89
303.38,94.10,67.89
303.88,101.90,67.89
304.38,101.90,67.89
304.88,101.90,67.89
305.38,101.90,67.89
305.88,99.90,67.89
306.38,101.90,67.89
306.88,101.90,67.89
307.38,101.90,67.89
307.88,101.90,67.89
308.38,100.00,67.89
308.88,101.90,67.89
309.38,101.90,67.89
309.88,101.90,67.89
310.38,101.90,67.89
310.88,102.00,67.89
311.39,101.90,67.89
311.89,99.90,67.89
312.39,101.90,67.89
312.89,102.00,67.89
313.39,101.90,67.89
314.46,101.90,67.89
314.96,101.90,67.89
315.46,101.90,67.89
315.96,99.90,67.89
316.46,101.90,67.89
316.96,101.90,67.89
317.46,101.90,67.89
317.96,101.90,67.89
318.46,101.90,67.89
318.96,101.90,67.89
319.46,101.90,67.89
319.96,99.90,67.89
320.46,101.90,67.89
320.96,101.90,67.89
321.46,102.00,67.89
321.96,103.90,67.89
322.46,101.90,67.89
322.96,101.90,67.89
323.46,101.90,67.89
323.96,99.90,67.89
324.46,101.90,67.89
324.96,101.90,67.89
325.46,101.90,67.89
325.96,101.90,67.89
326.46,101.90,67.89
326.96,101.90,67.89
327.46,101.90,67.89
327.96,101.90,67.89
328.46,102.00,67.89
328.96,99.90,67.89
329.47,101.90,67.89
329.97,101.90,67.89
330.47,101.90,67.89
330.97,101.90,67.89
331.47,101.90,67.89
331.97,101.90,67.89
332.47,101.90,67.89
332.97,101.90,67.89
333.47,101.90,67.89
333.97,101.90,67.89
334.47,101.90,67.89
334.97,101.90,67.89
335.47,99.90,67.89
335.97,101.90,67.89
336.47,101.90,67.89
336.97,101.90,67.89
337.47,101.90,67.89
337.97,101.90,67.89
338.47,102.00,67.89
338.97,101.90,67.89
339.47,101.90,67.89
339.97,103.90,67.89
340.47,101.90,67.89
340.97,101.90,67.89
341.47,101.90,67.89
341.97,99.90,67.89
342.47,102.00,67.89
342.97,101.90,67.89
343.47,102.00,67.89
343.97,102.00,67.89
344.47,102.00,67.89
344.97,101.90,67.89
345.47,99.90,67.89
345.97,101.90,67.89
347.05,101.90,67.89
347.55,101.90,67.89
348.05,101.90,67.89
348.55,101.90,67.89
349.05,101.90,67.89
349.55,101.90,67.89
350.05,99.90,67.89
350.56,101.90,67.89
351.06,102.00,67.89
351.56,101.90,67.89
352.06,101.90,67.89
352.56,101.90,67.89
353.06,101.90,67.89
353.56,102.00,67.89
354.06,99.90,67.89
354.56,101.90,67.89
355.06,101.90,67.89
355.56,101.90,67.89
356.06,101.90,67.89
356.56,101.90,67.89
357.06,101.90,67.89
357.56,102.00,67.89
358.06,99.90,67.89
358.56,102.00,67.89
359.06,103.90,67.89
359.56,101.90,67.89
360.06,101.90,67.89
360.56,101.90,67.89
361.06,101.90,67.89
361.56,101.90,67.89
362.06,101.90,67.89
362.56,102.00,67.89
363.06,102.00,67.89
363.56,101.90,67.89
364.06,101.90,67.89
364.56,100.00,67.89
365.06,101.90,67.89
365.56,102.00,67.89
366.06,101.90,67.89
366.56,101.90,67.89
367.06,101.90,67.89
367.56,101.90,67.89
368.06,101.90,67.89
368.57,102.00,67.89
369.07,101.90,67.89
369.57,102.00,67.89
370.07,101.90,67.89
370.57,100.00,67.89
371.07,101.90,67.89
371.57,102.00,67.89
372.07,101.90,67.89
372.57,101.90,67.89
373.07,101.90,67.89
373.57,101.90,67.89
374.07,102.00,67.89
374.57,101.90,67.89
375.07,101.90,67.89
375.57,101.90,67.89
376.07,99.90,67.89
376.57,101.90,67.89
377.07,103.90,67.89
377.57,101.90,67.89
378.07,101.90,67.89
378.57,101.90,67.89
379.65,102.00,67.89
380.15,102.00,67.89
380.65,99.90,67.89
381.15,101.90,67.89
381.65,102.00,67.89
382.15,102.00,67.89
382.65,101.90,67.89
383.15,101.90,67.89
383.65,102.00,67.89
384.15,102.00,67.89
384.65,99.90,67.89
385.15,102.00,67.89
385.65,101.90,67.89
386.15,101.90,67.89
386.66,101.90,67.89
387.16,101.90,67.89
387.66,101.90,67.89
388.16,101.90,67.89
388.66,99.90,67.89
389.16,101.90,67.89
389.66,101.90,67.89
390.16,101.90,67.89
390.66,101.90,67.89
391.16,101.90,67.89
391.66,102.00,67.89
392.16,101.90,67.89
392.66,101.90,67.89
393.16,101.90,67.89
393.66,99.90,67.89
394.16,102.00,67.89
394.66,101.90,67.89
395.16,101.90,67.89
395.66,101.90,67.89
396.16,103.90,67.89
396.66,101.90,67.89
397.16,101.90,67.89
397.66,101.90,67.89
398.16,101.90,67.89
398.66,101.90,67.89
399.16,101.90,67.89
399.66,100.00,67.89
400.16,101.90,67.89
400.66,101.90,67.89
401.16,101.90,67.89
401.66,101.90,67.89
402.16,101.90,67.89
402.66,102.00,67.89
403.16,101.90,67.89
403.66,101.90,67.89
404.16,102.00,67.89
404.67,101.90,67.89
405.17,101.90,67.89
405.67,101.90,67.89
406.17,99.90,67.89
406.67,101.90,67.89
407.17,101.90,67.89
407.67,101.90,67.89
408.17,101.90,67.89
408.67,101.90,67.89
409.17,101.90,67.89
409.67,101.90,67.89
410.17,100.00,67.89
410.67,101.90,67.89
411.17,101.90,67.89
411.67,102.00,67.89
412.75,101.90,67.89
413.25,101.90,67.89
413.75,102.00,67.89
414.25,102.00,67.89
414.75,101.90,67.89
415.25,101.90,67.89
415.75,101.90,67.89
416.25,101.90,67.89
416.75,102.00,67.89
417.25,101.90,67.89
417.75,102.00,67.89
418.25,101.90,67.89
418.75,101.90,67.89
419.25,99.90,67.89
419.75,102.00,67.89
420.25,102.00,67.89
420.75,102.00,67.89
421.25,101.90,67.89
421.75,101.90,67.89
422.25,101.90,67.89
422.75,101.90,67.89
423.25,101.90,67.89
423.75,99.90,67.89
424.26,101.90,67.89
424.76,101.90,67.89
425.26,101.90,67.89
425.76,101.90,67.89
426.26,101.90,67.89
426.76,102.00,67.89
427.26,101.90,67.89
427.76,101.90,67.89
428.26,101.90,67.89
428.76,102.00,67.89
429.26,101.90,67.89
429.76,101.90,67.89
430.26,101.90,67.89
430.76,101.90,67.89
431.26,101.90,67.89
431.76,102.00,67.89
432.26,101.90,67.89
432.76,101.90,67.89
433.26,100.00,67.89
433.76,103.90,67.89
434.26,102.00,67.89
434.76,101.90,67.89
435.26,101.90,67.89
435.76,101.90,67.89
436.26,101.90,67.89
436.76,101.90,67.89
437.26,101.90,67.89
437.76,101.90,67.89
438.26,101.90,67.89
438.76,101.90,67.89
439.26,102.00,67.89
439.76,102.00,67.89
440.26,102.00,67.89
440.76,99.90,67.89
441.26,102.00,67.89
441.76,101.90,67.89
442.26,101.90,67.89
442.76,101.90,67.89
443.27,101.90,67.89
443.77,101.90,67.89
444.27,101.90,67.89
445.36,100.00,67.89
445.86,101.90,67.89
446.36,101.90,67.89
446.86,101.90,67.89
447.36,101.90,67.89
447.86,101.90,67.89
448.36,101.90,67.89
448.86,101.90,67.89
449.36,99.90,67.89
449.86,101.90,67.89
450.36,101.90,67.89
450.86,101.90,67.89
451.36,101.90,67.89
451.86,101.90,67.89
452.36,101.90,67.89
452.86,101.90,67.89
453.36,103.90,67.89
453.86,99.90,67.89
454.36,101.90,67.89
454.86,101.90,67.89
455.36,102.00,67.89
455.86,101.90,67.89
456.36,101.90,67.89
456.86,101.90,67.89
457.36,101.90,67.89
457.86,101.90,67.89
458.36,102.00,67.89
458.86,101.90,67.89
459.37,99.90,67.89
459.87,101.90,67.89
460.37,101.90,67.89
460.87,101.90,67.89
461.37,101.90,67.89
461.87,102.00,67.89
462.37,101.90,67.89
462.87,102.00,67.89
463.37,101.90,67.89
463.87,101.90,67.89
464.37,102.00,67.89
464.87,102.00,67.89
465.37,101.90,67.89
465.87,101.90,67.89
466.37,101.90,67.89
466.87,100.00,67.89
467.37,101.90,67.89
467.87,102.00,67.89
468.37,101.90,67.89
468.87,101.90,67.89
469.37,101.90,67.89
469.87,101.90,67.89
470.37,101.90,67.89
470.87,101.90,67.89
471.37,101.90,67.89
471.87,103.90,67.89
472.37,101.90,67.89
472.87,101.90,67.89
473.37,99.90,67.89
473.87,101.90,67.89
474.37,101.90,67.89
474.87,101.90,67.89
475.37,102.00,67.89
475.87,101.90,67.89
476.37,101.90,67.89
476.87,101.90,67.89
477.37,101.90,67.89
478.46,99.90,67.89
478.96,101.90,67.89
479.46,101.90,67.89
479.96,101.90,67.89
480.46,101.90,67.89
480.96,102.00,67.89
481.46,101.90,67.89
481.96,101.90,67.89
482.46,99.90,67.89
482.96,101.90,67.89
483.46,101.90,67.89
483.96,101.90,67.89
484.47,101.90,67.89
484.97,101.90,67.89
485.47,101.90,67.89
485.97,101.90,67.89
486.47,101.90,67.89
486.97,99.90,67.89
487.47,101.90,67.89
487.97,101.90,67.89
488.47,102.00,67.89
488.97,101.90,67.89
489.47,101.90,67.89
489.97,101.90,67.89
490.47,102.00,67.89
490.97,103.90,67.89
491.47,101.90,67.89
491.97,101.90,67.89
492.47,101.90,67.89
492.97,99.90,67.89
493.47,102.00,67.89
493.97,101.90,67.89
494.47,102.00,67.89
494.97,101.90,67.89
495.47,102.00,67.89
495.97,101.90,67.89
496.47,101.90,67.89
496.97,101.90,67.89
497.47,101.90,67.89
497.97,101.90,67.89
498.47,101.90,67.89
498.97,101.90,67.89
499.47,102.00,67.89
499.97,101.90,67.89
500.47,101.90,67.89
500.97,99.90,67.89
501.47,101.90,67.89
501.98,101.90,67.89
502.48,101.90,67.89
502.98,101.90,67.89
503.48,102.00,67.89
503.98,101.90,67.89
504.48,101.90,67.89
504.98,101.90,67.89
505.48,101.90,67.89
505.98,101.90,67.89
506.48,101.90,67.89
506.98,99.90,67.89
507.48,101.90,67.89
507.98,103.90,67.89
508.48,101.90,67.89
508.98,102.00,67.89
509.48,101.90,67.89
509.98,102.00,67.89
511.07,101.90,67.89
511.57,101.90,67.89
512.07,99.90,67.89
512.57,102.00,67.89
513.07,101.90,67.89
513.57,101.90,67.89
514.07,101.90,67.89
514.57,101.90,67.89
515.07,101.90,67.89
515.57,101.90,67.89
516.07,101.90,67.89
516.57,99.90,67.89
517.07,101.90,67.89
517.57,101.90,67.89
518.07,101.90,67.89
518.57,101.90,67.89
519.07,102.00,67.89
519.57,101.90,67.89
520.07,102.00,67.89
520.57,102.00,67.89
521.07,100.00,67.89
521.57,101.90,67.89
522.07,101.90,67.89
522.57,101.90,67.89
523.07,102.00,67.89
523.57,101.90,67.89
524.07,101.90,67.89
524.57,101.90,67.89
525.07,101.90,67.89
525.57,101.90,67.89
526.07,101.90,67.89
526.57,101.90,67.89
527.07,102.00,67.89
527.58,103.90,67.89
528.08,101.90,67.89
528.58,101.90,67.89
529.08,101.90,67.89
529.58,101.90,67.89
530.08,99.90,67.89
530.58,101.90,67.89
531.08,101.90,67.89
531.58,101.90,67.89
532.08,101.90,67.89
532.58,101.90,67.89
533.08,101.90,67.89
533.58,101.90,67.89
534.08,101.90,67.89
534.58,101.90,67.89
535.08,101.90,67.89
535.58,101.90,67.89
536.08,101.90,67.89
536.58,101.90,67.89
537.08,101.90,67.89
537.58,101.90,67.89
538.08,101.90,67.89
538.58,99.90,67.89
539.08,101.90,67.89
539.58,101.90,67.89
540.08,101.90,67.89
540.58,101.90,67.89
541.08,101.90,67.89
541.58,101.90,67.89
542.08,101.90,67.89
542.58,101.90,67.89
543.08,102.00,67.89
544.18,99.90,67.89
544.68,101.90,67.89
545.18,101.90,67.89
545.68,103.90,67.89
546.18,101.90,67.89
546.68,101.90,67.89
547.18,101.90,67.89
547.68,101.90,67.89
548.18,101.90,67.89
548.68,99.90,67.89
549.18,101.90,67.89
549.68,101.90,67.89
550.18,102.00,67.89
550.68,101.90,67.89
551.18,101.90,67.89
551.68,102.00,67.89
552.18,101.90,67.89
552.69,101.90,67.89
553.19,99.90,67.89
553.69,101.90,67.89
554.19,101.90,67.89
554.69,101.90,67.89
555.19,101.90,67.89
555.69,101.90,67.89
556.19,101.90,67.89
556.69,101.90,67.89
557.19,101.90,67.89
557.69,101.90,67.89
558.19,101.90,67.89
558.69,101.90,67.89
559.19,102.00,67.89
559.69,101.90,67.89
560.19,101.90,67.89
560.69,101.90,67.89
561.19,102.00,67.89
561.69,101.90,67.89
562.19,101.90,67.89
562.69,101.90,67.89
563.19,101.90,67.89
563.69,101.90,67.89
564.19,101.90,67.89
564.69,101.90,67.89
565.19,101.90,67.89
565.69,101.90,67.89
566.19,101.90,67.89
566.69,101.90,67.89
567.19,102.00,67.89
567.69,101.90,67.89
568.19,101.90,67.89
568.69,101.90,67.89
569.19,101.90,67.89
569.69,101.90,67.89
570.19,101.90,67.89
570.69,102.00,67.89
571.19,102.00,67.89
571.70,99.90,67.89
572.20,101.90,67.89
572.70,101.90,67.89
573.20,101.90,67.89
573.70,101.90,67.89
574.20,101.90,67.89
574.70,101.90,67.89
575.20,101.90,67.89
575.70,101.90,67.89
576.79,101.90,67.89
577.29,101.90,67.89
577.79,99.90,67.89
578.29,101.90,67.89
578.79,101.90,67.89
579.29,101.90,67.89
579.80,101.90,67.89
580.30,101.90,67.89
580.80,101.90,67.89
581.30,101.90,67.89
581.80,101.90,67.89
582.30,101.90,67.89
582.80,101.90,67.89
583.30,101.90,67.89
583.80,101.90,67.89
584.30,101.90,67.89
584.80,101.90,67.89
585.30,101.90,67.89
585.80,101.90,67.89
586.30,101.90,67.89
586.80,101.90,67.89
587.30,103.90,67.89
587.80,101.90,67.89
588.30,101.90,67.89
588.80,103.90,67.89
589.30,101.90,67.89
589.80,103.90,67.89
590.30,101.90,67.89
590.80,102.00,67.89
591.30,103.90,67.89
591.80,101.90,67.89
